StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,participation,Prolific ID
2023-11-29 11:55:15,2023-11-29 11:57:47,IP Address,198.37.252.6,100,151,True,2023-11-29 11:57:47,R_brZnqVvj1pwgzAt,,,,,38.2132,-84.5455,anonymous,EN,Yes,5e29dc4721a5f20481c70274
2023-11-29 11:58:12,2023-11-29 11:58:29,IP Address,70.131.169.188,100,17,True,2023-11-29 11:58:30,R_zdTeBEqJC8WvqqB,,,,,30.3466,-81.6748,anonymous,EN,Yes,5d33eba92fd5a40016e58abb
2023-11-29 11:58:18,2023-11-29 11:58:35,IP Address,76.144.209.56,100,16,True,2023-11-29 11:58:35,R_sETyo9gnsQUfp8B,,,,,44.0358,-123.0576,anonymous,EN,No,5e9de42d6af8f2148b67cbb6
2023-11-29 11:24:45,2023-11-29 11:58:49,IP Address,99.148.90.75,100,2044,True,2023-11-29 11:58:50,R_ALF1RDwfOiuZ9nj,,,,,42.9813,-83.7349,anonymous,EN,Yes,64358f9eb05899a85826382d
2023-11-29 11:59:38,2023-11-29 11:59:45,IP Address,24.172.194.182,100,7,True,2023-11-29 11:59:46,R_3p08w3JRNFfufT5,,,,,39.1256,-84.5127,anonymous,EN,Yes,613f3901a7197bb325d10864
2023-11-29 11:59:46,2023-11-29 12:00:15,IP Address,107.197.157.100,100,29,True,2023-11-29 12:00:16,R_30uRge2D1L1b3w1,,,,,34.2243,-77.8849,anonymous,EN,Yes,651ebcca48c60acc82f1f2bd
2023-11-29 11:59:29,2023-11-29 12:00:25,IP Address,75.185.1.250,100,55,True,2023-11-29 12:00:26,R_86LXl9Gdxd6khCF,,,,,38.2539,-85.76,anonymous,EN,No,5d89590e521ad100164eccab
2023-11-29 12:00:28,2023-11-29 12:00:52,IP Address,162.154.166.228,100,24,True,2023-11-29 12:00:53,R_vdIc06qEJu7AGBj,,,,,39.0454,-82.6418,anonymous,EN,Yes,63d7cf3143d412c41127fda2
2023-11-29 11:58:51,2023-11-29 12:01:02,IP Address,172.59.186.233,100,130,True,2023-11-29 12:01:02,R_Aoe0LfykQsbAXex,,,,,41.804,-87.707,anonymous,EN,Yes,62fc25ef4ce0d3d169b7a120
2023-11-29 11:58:12,2023-11-29 12:01:20,IP Address,73.117.133.1,100,188,True,2023-11-29 12:01:21,R_2OU3HfkykxIInDl,,,,,40.5565,-79.5772,anonymous,EN,Yes,5b33a01fa8327d0001003821
2023-11-29 12:01:14,2023-11-29 12:01:23,IP Address,68.175.48.139,100,8,True,2023-11-29 12:01:23,R_3Gm7HtQSTueKIGg,,,,,40.7584,-73.7973,anonymous,EN,Yes,60fdf01326f76cc0c5be3d2f
2023-11-29 12:01:15,2023-11-29 12:01:43,IP Address,107.216.255.65,100,28,True,2023-11-29 12:01:44,R_RaVQVaYvnI0zcf7,,,,,37.1661,-93.2458,anonymous,EN,Yes,6307a5e6e8a35c5eaeddb421
2023-11-29 11:59:55,2023-11-29 12:01:58,IP Address,76.228.198.37,100,122,True,2023-11-29 12:01:58,R_1JLSRFcDGnc5bYh,,,,,34.7315,-86.5654,anonymous,EN,Yes,632aaef27780d596dc7e0a9f
2023-11-29 12:01:13,2023-11-29 12:02:06,IP Address,166.198.21.115,100,53,True,2023-11-29 12:02:06,R_3G6vJ0Onrq1nV1c,,,,,39.2909,-76.6096,anonymous,EN,Yes,6108614d6f2cdb85bd396d6e
2023-11-29 12:00:34,2023-11-29 12:02:25,IP Address,108.204.124.84,100,111,True,2023-11-29 12:02:26,R_O3SGJAoRbLejiaB,,,,,38.581,-121.4939,anonymous,EN,Yes,654e40f499dadc50cf250314
2023-11-29 12:01:56,2023-11-29 12:02:28,IP Address,73.11.243.245,100,32,True,2023-11-29 12:02:29,R_2TYL8qdgS5qzuFz,,,,,46.9961,-122.7381,anonymous,EN,Yes,6434ca569e4ece2d6062bd6b
2023-11-29 12:01:58,2023-11-29 12:02:39,IP Address,63.155.91.190,100,41,True,2023-11-29 12:02:39,R_2Y66Pp73ugZjG8O,,,,,44.1449,-123.0491,anonymous,EN,Yes,5eb5f6d5e38e9f4e6c8dde3f
2023-11-29 12:02:46,2023-11-29 12:03:10,IP Address,8.9.85.225,100,23,True,2023-11-29 12:03:11,R_1FR67dnj5EOuVyz,,,,,43.0747,-77.5181,anonymous,EN,Yes,62b20c0065e9809e66d13fa5
2023-11-29 12:02:55,2023-11-29 12:03:19,IP Address,107.208.209.99,100,24,True,2023-11-29 12:03:20,R_4VnpX4yQy0mPoZj,,,,,34.0737,-81.1863,anonymous,EN,No,651d9c3e3d6044b4b3127713
2023-11-29 12:03:09,2023-11-29 12:03:37,IP Address,76.188.194.226,100,28,True,2023-11-29 12:03:38,R_1T66bpwMoGpa75L,,,,,37.5623,-85.2645,anonymous,EN,Yes,642cfa28b81ed7ff33adcc9f
2023-11-29 12:03:45,2023-11-29 12:04:35,IP Address,24.30.38.199,100,50,True,2023-11-29 12:04:35,R_2aKO8c7tfN0amnT,,,,,33.8574,-84.013,anonymous,EN,No,64836981f87b85ab4b89dcf1
2023-11-29 12:02:50,2023-11-29 12:05:04,IP Address,174.126.213.99,100,134,True,2023-11-29 12:05:04,R_2BfkX6Z3iFpVyx5,,,,,33.4812,-94.0708,anonymous,EN,No,645ff03216381bea1acfcc03
2023-11-29 12:06:26,2023-11-29 12:07:22,IP Address,172.58.133.238,100,56,True,2023-11-29 12:07:23,R_r6BcQVBqZoMTinv,,,,,25.8906,-80.1784,anonymous,EN,Yes,647660ef7bc13de7eaf0c76e
2023-11-29 12:07:03,2023-11-29 12:07:44,IP Address,100.37.49.87,100,40,True,2023-11-29 12:07:45,R_2EhsmMxSOxkwqXr,,,,,40.5468,-74.1804,anonymous,EN,Yes,5b233660648d5b0001b7de87
2023-11-29 12:06:59,2023-11-29 12:08:25,IP Address,71.34.3.53,100,85,True,2023-11-29 12:08:25,R_eyBGtWW5rIp76KJ,,,,,45.0196,-93.2402,anonymous,EN,Yes,63c5c3192e709e19fc67d5dd
2023-11-29 12:07:12,2023-11-29 12:08:38,IP Address,149.20.178.21,100,86,True,2023-11-29 12:08:38,R_2PchejMTru1eZoS,,,,,42.7367,-84.4758,anonymous,EN,Yes,6558fe30a03ec068a8fc41b1
2023-11-29 12:08:57,2023-11-29 12:09:21,IP Address,24.131.188.229,100,23,True,2023-11-29 12:09:21,R_1pArQbzRBzryVPD,,,,,44.9114,-93.4898,anonymous,EN,Yes,61705b2fd2874b9f43046f65
2023-11-29 12:10:22,2023-11-29 12:10:36,IP Address,165.23.210.98,100,13,True,2023-11-29 12:10:37,R_33wotsGXBsDnkxT,,,,,38.9683,-95.2695,anonymous,EN,Yes,63856845134e9c850a9e38f7
2023-11-29 12:10:06,2023-11-29 12:11:50,IP Address,73.104.3.163,100,104,True,2023-11-29 12:11:51,R_bI3IAXd3V79jaqR,,,,,30.3341,-81.6544,anonymous,EN,Yes,653dbbca7da5636bc74b650b
2023-11-29 12:11:22,2023-11-29 12:12:38,IP Address,172.56.249.212,100,76,True,2023-11-29 12:12:39,R_1di9G46hmRWIiGn,,,,,39.8291,-86.0859,anonymous,EN,Yes,56494d5b6902220012c4acb7
2023-11-29 12:11:20,2023-11-29 12:13:08,IP Address,144.121.181.172,100,108,True,2023-11-29 12:13:08,R_2Xhb7o5QV4vL0bU,,,,,32.7797,-96.8022,anonymous,EN,Yes,641081a1261eb10752b72497
2023-11-29 12:13:07,2023-11-29 12:14:06,IP Address,50.4.227.200,100,59,True,2023-11-29 12:14:06,R_1cYsT6yfoNLPzq6,,,,,42.8235,-84.233,anonymous,EN,Yes,642cf63e7ce91bf42e9a1f32
2023-11-29 12:14:00,2023-11-29 12:14:38,IP Address,24.27.87.237,100,37,True,2023-11-29 12:14:38,R_O8SJlGoSN94FxZv,,,,,32.9657,-96.8834,anonymous,EN,No,654287b7f8958a83a5c611fd
2023-11-29 12:15:54,2023-11-29 12:16:13,IP Address,73.227.36.128,100,19,True,2023-11-29 12:16:13,R_3QRU1xF9s5l1cCY,,,,,43.0697,-70.958,anonymous,EN,Yes,6157b6f47949b07006a288d1
2023-11-29 12:16:07,2023-11-29 12:16:27,IP Address,204.242.1.244,100,20,True,2023-11-29 12:16:28,R_2TyOU23Zu1MxHup,,,,,39.0469,-77.4903,anonymous,EN,Yes,65429041aa9bde9216c53dc2
2023-11-29 12:16:55,2023-11-29 12:17:19,IP Address,70.95.112.165,100,23,True,2023-11-29 12:17:19,R_OwB1dEfdPdDRSpP,,,,,32.7203,-117.1552,anonymous,EN,No,57321c8ec63b5c000f367bb2
2023-11-29 12:17:15,2023-11-29 12:17:46,IP Address,75.82.73.229,100,31,True,2023-11-29 12:17:46,R_D7sUyZTdOpQPZ8l,,,,,34.0544,-118.2441,anonymous,EN,Yes,5fb0a3d6a8e4224b973e750b
2023-11-29 12:17:00,2023-11-29 12:18:10,IP Address,66.45.147.204,100,69,True,2023-11-29 12:18:10,R_3kAqnwIbBQBvUYa,,,,,43.5376,-96.6818,anonymous,EN,Yes,653f2424042d03012eb92ef5
2023-11-29 12:23:14,2023-11-29 12:23:45,IP Address,72.82.29.101,100,30,True,2023-11-29 12:23:46,R_1ONAzxJDowUTrK0,,,,,41.64,-71.6435,anonymous,EN,Yes,63d42387aba51e699ab9ce5c
2023-11-29 12:24:00,2023-11-29 12:24:46,IP Address,108.251.179.52,100,46,True,2023-11-29 12:24:46,R_210c3sn7F6VwEqa,,,,,42.0648,-87.9356,anonymous,EN,Yes,5ed559e5afbd830e2117ed55
2023-11-29 12:22:02,2023-11-29 12:25:30,IP Address,76.112.5.227,100,208,True,2023-11-29 12:25:31,R_3Hn8mXJNqC2IfDP,,,,,42.6678,-83.2917,anonymous,EN,Yes,5cfb5233df7d70001619ca90
2023-11-29 12:25:00,2023-11-29 12:25:45,IP Address,24.6.128.56,100,44,True,2023-11-29 12:25:45,R_3ERpjUQB00uAr4j,,,,,37.6736,-122.0944,anonymous,EN,Yes,5e5e623737be5e1762ad4418
2023-11-29 12:26:59,2023-11-29 12:27:35,IP Address,74.140.182.240,100,35,True,2023-11-29 12:27:36,R_eP3zLavqC9qt0qt,,,,,39.4025,-84.522,anonymous,EN,Yes,63378180a7bc5bc3427e8db0
2023-11-29 12:28:03,2023-11-29 12:28:16,IP Address,66.66.118.148,100,13,True,2023-11-29 12:28:17,R_2SD1CJgNgWsKVsg,,,,,43.0908,-77.4348,anonymous,EN,No,610081ebf9f870b4213e06cb
2023-11-29 12:27:14,2023-11-29 12:28:19,IP Address,172.58.11.157,100,64,True,2023-11-29 12:28:19,R_XQVpPkBUAskgf05,,,,,44.9834,-93.2622,anonymous,EN,Yes,653d4d16b6d4d4f047567e34
2023-11-29 12:30:21,2023-11-29 12:30:50,IP Address,24.167.164.241,100,29,True,2023-11-29 12:30:51,R_1qUjK7vHAdUr6pq,,,,,36.0217,-79.7839,anonymous,EN,Yes,5c1ffe5295f978000173df84
2023-11-29 12:31:20,2023-11-29 12:31:58,IP Address,216.180.83.37,100,37,True,2023-11-29 12:31:58,R_dhbYYtoy2CbuXgR,,,,,39.7277,-104.9815,anonymous,EN,Yes,5c804f4092ad770015846011
2023-11-29 11:54:48,2023-11-29 12:32:40,IP Address,71.114.99.245,100,2272,True,2023-11-29 12:32:41,R_1LIkYyxLxJ18YlJ,,,,,38.6759,-77.3157,anonymous,EN,Yes,63eb78a1fc614fd7af392873
2023-11-29 12:41:53,2023-11-29 12:43:01,IP Address,172.58.243.187,100,67,True,2023-11-29 12:43:01,R_PRqz3430y3rxeLv,,,,,38.9267,-76.9758,anonymous,EN,Yes,6550dbfa9b0b1f08b9a19bdb
2023-11-29 12:52:37,2023-11-29 12:52:45,IP Address,76.137.135.225,100,7,True,2023-11-29 12:52:45,R_qzvem0MEMju4EPD,,,,,38.6283,-121.3307,anonymous,EN,Yes,639aa4b8f52bdf60b603c9b1
2023-11-29 13:12:19,2023-11-29 13:13:20,IP Address,209.6.113.175,100,60,True,2023-11-29 13:13:20,R_3ffvE0SYH2FHXXb,,,,,42.4188,-71.1557,anonymous,EN,Yes,5d4e212b81ca1c001b21672c
2023-11-29 13:25:16,2023-11-29 13:25:54,IP Address,73.122.214.136,100,37,True,2023-11-29 13:25:54,R_1DPhqXEh2Y7HE7M,,,,,33.8092,-84.2327,anonymous,EN,Yes,602d892daa64bc7ff0c73523
2023-11-29 13:36:26,2023-11-29 13:37:30,IP Address,174.70.113.153,100,63,True,2023-11-29 13:37:30,R_Y3qWzHTzZTLOXuh,,,,,29.9701,-90.0254,anonymous,EN,No,586974bc127d7700018b0e1c
2023-11-29 13:44:12,2023-11-29 13:45:01,IP Address,97.124.85.241,100,48,True,2023-11-29 13:45:01,R_W0Ca9r4q7kyIUHT,,,,,33.4294,-112.3896,anonymous,EN,Yes,614e2791b9cd4f7631f6b991
2023-11-29 13:50:26,2023-11-29 13:50:53,IP Address,99.112.244.88,100,27,True,2023-11-29 13:50:54,R_1FESTuABtdvqxqz,,,,,35.2227,-80.7938,anonymous,EN,Yes,60631d9878341c301d1c9f7b
2023-11-29 14:07:17,2023-11-29 14:07:44,IP Address,71.227.61.125,100,26,True,2023-11-29 14:07:44,R_3nd8te5RFBHdgbz,,,,,42.4943,-83.2072,anonymous,EN,Yes,5ed3055d98e33f182062933b
2023-11-29 14:09:27,2023-11-29 14:10:26,IP Address,104.220.26.239,100,58,True,2023-11-29 14:10:26,R_3s48G4AabbXUUvT,,,,,38.913,-121.0846,anonymous,EN,Yes,5f21aa55604e355bffa8d069
2023-11-29 14:26:35,2023-11-29 14:26:50,IP Address,184.57.7.71,100,14,True,2023-11-29 14:26:51,R_vdbVCVoZKoqCn2V,,,,,39.9639,-82.9589,anonymous,EN,No,5c64c8c458987100010e9db7
2023-11-29 14:56:30,2023-11-29 14:57:25,IP Address,174.107.254.88,100,54,True,2023-11-29 14:57:25,R_723piuxhOH28irL,,,,,33.8623,-81.2349,anonymous,EN,Yes,63c0b8e25159ad47312132ac
2023-11-29 15:46:11,2023-11-29 15:46:40,IP Address,162.253.25.10,100,29,True,2023-11-29 15:46:40,R_2rTJklqV4Olt8X0,,,,,33.1669,-87.5064,anonymous,EN,Yes,6567590661d11d205faf5ea6
2023-11-29 15:48:07,2023-11-29 15:48:33,IP Address,173.73.233.231,100,25,True,2023-11-29 15:48:33,R_3G7n5rafSkbARYh,,,,,38.894,-77.0365,anonymous,EN,Yes,63d04b491f107d5183af218f
2023-12-06 09:11:01,2023-12-06 09:11:28,IP Address,192.64.124.20,100,26,True,2023-12-06 09:11:29,R_p5kp36ZNurLKl4l,,,,,42.2518,-71.0805,anonymous,EN,Yes,611d611769a71eb0469ffd6c
2023-12-06 09:32:17,2023-12-06 09:32:54,IP Address,107.122.105.52,100,36,True,2023-12-06 09:32:54,R_1E1kzf8XgB4NNKT,,,,,33.8206,-84.0229,anonymous,EN,Yes,60fedb22a2bf9052880e2f1e
2023-12-06 09:35:53,2023-12-06 09:36:27,IP Address,143.59.84.20,100,33,True,2023-12-06 09:36:27,R_umniTgc2eODh9Op,,,,,31.1498,-85.369,anonymous,EN,Yes,642d962b651701d0055f44eb
2023-12-06 09:40:58,2023-12-06 09:41:35,IP Address,70.61.237.254,100,36,True,2023-12-06 09:41:35,R_1rksgUTjrt4l9tr,,,,,39.9587,-82.9987,anonymous,EN,Yes,640f4e73468a5f639101e483
2023-12-06 09:50:12,2023-12-06 09:50:30,IP Address,76.32.138.152,100,18,True,2023-12-06 09:50:31,R_3ey8KogOkxrs2fI,,,,,34.0757,-118.3161,anonymous,EN,No,64275db44c9f63e924c59f3c
2023-12-06 09:51:17,2023-12-06 09:51:46,IP Address,104.223.100.141,100,29,True,2023-12-06 09:51:47,R_NXsyy5viIzA7Rct,,,,,32.8137,-96.8704,anonymous,EN,Yes,65108d02742b73e5f03efb63
2023-12-06 09:42:31,2023-12-06 09:53:16,IP Address,63.160.189.114,100,644,True,2023-12-06 09:53:16,R_2ErWpPtFV7VCOBk,,,,,39.7503,-75.5453,anonymous,EN,Yes,6172b85dcc19bffb22604f1b
2023-12-06 09:42:26,2023-12-06 09:54:39,IP Address,63.160.189.2,100,733,True,2023-12-06 09:54:40,R_31NkjecEl93I1sZ,,,,,39.7503,-75.5453,anonymous,EN,Yes,6138c15bd47ecca8b56a704f
2023-12-06 09:56:38,2023-12-06 09:57:15,IP Address,98.177.40.22,100,37,True,2023-12-06 09:57:16,R_1JKHX5ABvZnc8dZ,,,,,33.3874,-112.0998,anonymous,EN,No,63efd2be78899d81e1eeafdd
2023-12-06 09:56:35,2023-12-06 09:57:31,IP Address,172.100.8.112,100,55,True,2023-12-06 09:57:31,R_vNB5zoal9RVuJ4l,,,,,42.9135,-78.889,anonymous,EN,Yes,5c4eb384c9c8550001720152
2023-12-06 09:58:36,2023-12-06 09:59:47,IP Address,67.242.56.2,100,71,True,2023-12-06 09:59:48,R_3gLTiUT7eTDrFNa,,,,,44.0938,-70.2368,anonymous,EN,Yes,5ac4c721e1099600016a823b
2023-12-06 10:00:09,2023-12-06 10:00:50,IP Address,68.199.56.109,100,40,True,2023-12-06 10:00:51,R_1myYJIhnL5AANMn,,,,,41.3631,-73.9203,anonymous,EN,Yes,615586b009f801c3f2d4af8d
2023-12-06 10:01:33,2023-12-06 10:02:07,IP Address,50.226.220.254,100,33,True,2023-12-06 10:02:07,R_2QmtjpDmAdlhaaB,,,,,39.9077,-75.0847,anonymous,EN,Yes,5f2d95153c1140074cc81b4c
2023-12-06 10:01:51,2023-12-06 10:02:08,IP Address,98.44.122.123,100,17,True,2023-12-06 10:02:09,R_1gROS2NDJ4Vl7lY,,,,,29.7969,-95.3281,anonymous,EN,Yes,60fd786a5f880122aa23530c
2023-12-06 10:01:55,2023-12-06 10:02:43,IP Address,208.79.112.193,100,48,True,2023-12-06 10:02:44,R_20Pgele7Uhptyfi,,,,,36.7254,-86.57,anonymous,EN,Yes,5eab09eb60ed4e0ae2dc694f
2023-12-06 10:03:10,2023-12-06 10:03:33,IP Address,107.115.177.70,100,22,True,2023-12-06 10:03:33,R_3R1wOkGF9xXo5tK,,,,,32.7572,-96.7611,anonymous,EN,Yes,65675f2ae0bb2e4ecb9c539d
2023-12-06 10:03:36,2023-12-06 10:03:48,IP Address,208.73.103.221,100,11,True,2023-12-06 10:03:49,R_1pYE2OH7varVZ0t,,,,,44.9856,-93.2655,anonymous,EN,Yes,5f59027a7e55500df4e742ed
2023-12-06 10:03:42,2023-12-06 10:04:19,IP Address,24.209.194.75,100,37,True,2023-12-06 10:04:19,R_ukKrTGryxLdQqHv,,,,,40.0414,-84.2023,anonymous,EN,Yes,5fb3cbedb3cc10000a19c09d
2023-12-06 10:03:35,2023-12-06 10:04:28,IP Address,99.47.225.142,100,53,True,2023-12-06 10:04:28,R_3e1SHsP7n6CRQt4,,,,,32.9473,-96.7028,anonymous,EN,Yes,5652916bfea9c60012c5cdc1
2023-12-06 10:04:15,2023-12-06 10:04:54,IP Address,208.58.21.195,100,38,True,2023-12-06 10:04:54,R_1n6MwYV4gByfavT,,,,,40.5885,-75.4642,anonymous,EN,Yes,631b32b0796f2941b55e7d58
2023-12-06 10:04:54,2023-12-06 10:05:11,IP Address,173.220.106.114,100,17,True,2023-12-06 10:05:12,R_xoAzWwifSd4l6CZ,,,,,40.935,-74.1176,anonymous,EN,Yes,5ba85b52ce805400013f3955
2023-12-06 10:04:36,2023-12-06 10:05:13,IP Address,76.188.124.56,100,36,True,2023-12-06 10:05:13,R_zf0HiHazzB5cVW1,,,,,41.039,-81.7381,anonymous,EN,Yes,63e51e7aecab96d2000c7278
2023-12-06 10:04:42,2023-12-06 10:05:57,IP Address,69.143.129.195,100,74,True,2023-12-06 10:05:57,R_2aWCYttXCntLEu0,,,,,39.4442,-77.3393,anonymous,EN,Yes,63c4a90d09909e33d5e82f21
2023-12-06 10:05:23,2023-12-06 10:05:59,IP Address,174.65.81.104,100,35,True,2023-12-06 10:05:59,R_31HM7EklvK1AfzK,,,,,33.1097,-117.067,anonymous,EN,Yes,64137cd4e4749435b798cfe1
2023-12-06 10:06:03,2023-12-06 10:06:28,IP Address,73.176.126.194,100,25,True,2023-12-06 10:06:28,R_1Fy1kKIbt2sONuN,,,,,39.7647,-89.7379,anonymous,EN,Yes,628510a698e9e63b21ef9139
2023-12-06 10:06:31,2023-12-06 10:06:45,IP Address,75.189.235.48,100,13,True,2023-12-06 10:06:45,R_3EL8d8eXTk6wTi4,,,,,35.001,-78.9345,anonymous,EN,Yes,5d5067b25371ae00191f69c4
2023-12-06 10:06:58,2023-12-06 10:07:20,IP Address,98.233.95.92,100,21,True,2023-12-06 10:07:20,R_vNVQ5uRRMr0JTot,,,,,38.894,-77.0365,anonymous,EN,Yes,5aadcaf1e1546900019af287
2023-12-06 10:06:51,2023-12-06 10:07:30,IP Address,104.162.80.41,100,39,True,2023-12-06 10:07:31,R_2eQeVo6zN4K4ekQ,,,,,40.6643,-73.9763,anonymous,EN,Yes,5f28080c17334b02e7750f9d
2023-12-06 10:06:32,2023-12-06 10:07:38,IP Address,68.188.203.97,100,66,True,2023-12-06 10:07:39,R_3istx8huxIjQ7R2,,,,,42.417,-88.9995,anonymous,EN,Yes,5e606b1eaf84e83c728748d7
2023-12-06 10:07:24,2023-12-06 10:07:53,IP Address,75.91.15.211,100,28,True,2023-12-06 10:07:53,R_28G7cDxk8ePGSvk,,,,,31.4996,-82.8471,anonymous,EN,Yes,5db4a409d27e05000f0eaa00
2023-12-06 10:07:55,2023-12-06 10:08:12,IP Address,99.5.66.117,100,17,True,2023-12-06 10:08:13,R_YSI9x3vykYupWx3,,,,,30.161,-81.7311,anonymous,EN,Yes,62da9d7b354d04d65a778e2d
2023-12-06 10:07:59,2023-12-06 10:08:20,IP Address,104.33.234.210,100,21,True,2023-12-06 10:08:21,R_3KpSYb302aoSJj7,,,,,34.1649,-119.172,anonymous,EN,No,5aeab6e39e185a0001b9e272
2023-12-06 10:08:01,2023-12-06 10:08:22,IP Address,73.34.137.79,100,20,True,2023-12-06 10:08:22,R_6YIOJffTaakXMzv,,,,,39.489,-104.8298,anonymous,EN,Yes,5d215a1bbf7f840019701939
2023-12-06 10:07:29,2023-12-06 10:08:27,IP Address,67.9.33.185,100,57,True,2023-12-06 10:08:27,R_ystJIrLJeacyVG1,,,,,27.7728,-82.6379,anonymous,EN,Yes,589ce4d65e63bf00013b3175
2023-12-06 10:08:18,2023-12-06 10:08:33,IP Address,74.109.38.113,100,15,True,2023-12-06 10:08:34,R_ZK6bSniwVJJhXzP,,,,,40.2626,-75.6151,anonymous,EN,Yes,5e833e342598d4053db08f1f
2023-12-06 10:08:04,2023-12-06 10:08:38,IP Address,76.228.122.129,100,34,True,2023-12-06 10:08:39,R_26kGg5bICKF5HUG,,,,,39.214,-94.7191,anonymous,EN,No,610c32cc517bcb160df7156b
2023-12-06 10:08:21,2023-12-06 10:08:58,IP Address,63.160.189.48,100,37,True,2023-12-06 10:08:59,R_1oHDeLDoey4ZVN2,,,,,39.7503,-75.5453,anonymous,EN,Yes,60e7739644eb45bfddedf039
2023-12-06 10:09:12,2023-12-06 10:09:19,IP Address,71.142.5.134,100,7,True,2023-12-06 10:09:19,R_1Lie0lWcKNlk7HW,,,,,35.8047,-78.8881,anonymous,EN,Yes,62029b56ef1cb18a1337c806
2023-12-06 10:08:30,2023-12-06 10:09:27,IP Address,73.152.102.174,100,57,True,2023-12-06 10:09:28,R_DDjnhiJjpYUC6fT,,,,,37.2532,-80.4347,anonymous,EN,Yes,62730c9848db9da9ff3bf670
2023-12-06 10:08:59,2023-12-06 10:09:36,IP Address,24.106.17.118,100,36,True,2023-12-06 10:09:36,R_3lFEH7wlKL1VixG,,,,,44.4974,-88.0268,anonymous,EN,Yes,5849751351f36f0001df75e5
2023-12-06 10:09:17,2023-12-06 10:09:39,IP Address,66.222.34.118,100,21,True,2023-12-06 10:09:39,R_3RaotSP6OFoG5PZ,,,,,39.1862,-83.9481,anonymous,EN,Yes,5f402eb4fbd8df145068b805
2023-12-06 10:09:07,2023-12-06 10:09:50,IP Address,66.169.180.77,100,43,True,2023-12-06 10:09:51,R_2pXKERwz7UBuLYC,,,,,32.8404,-97.2285,anonymous,EN,Yes,62d2aee15e1dc6709bdcace0
2023-12-06 10:09:16,2023-12-06 10:09:56,IP Address,137.27.2.154,100,39,True,2023-12-06 10:09:56,R_3R3hcrl3ecdtZn3,,,,,36.224,-83.3179,anonymous,EN,Yes,6400e78d52d3311f5456d932
2023-12-06 10:09:48,2023-12-06 10:09:57,Spam,73.152.102.174,100,8,True,2023-12-06 10:09:57,R_2q2AKKUW5RtyiKl,,,,,37.1362,-80.4125,anonymous,EN,Yes,62730c9848db9da9ff3bf670
2023-12-06 10:09:09,2023-12-06 10:10:01,IP Address,67.161.172.2,100,52,True,2023-12-06 10:10:02,R_D5FxkwyfDaY9pf3,,,,,39.2079,-120.999,anonymous,EN,Yes,614f23fabc0fcaa3cdfb9e05
2023-12-06 10:08:46,2023-12-06 10:10:07,IP Address,50.212.82.25,100,80,True,2023-12-06 10:10:07,R_27vV0g5SMmecpJW,,,,,42.963,-72.2929,anonymous,EN,Yes,634282de38138fa9316eb482
2023-12-06 10:09:46,2023-12-06 10:10:14,IP Address,73.119.196.21,100,28,True,2023-12-06 10:10:15,R_3CIa304ugvqji9h,,,,,41.8578,-72.6591,anonymous,EN,Yes,5f7e6263ca4a5513c572a5be
2023-12-06 10:09:55,2023-12-06 10:10:18,IP Address,71.66.132.219,100,23,True,2023-12-06 10:10:19,R_1OrURQ0o9xSn9nF,,,,,39.9216,-82.8664,anonymous,EN,Yes,60feb2be3bb57f04327c03f4
2023-12-06 10:10:06,2023-12-06 10:10:29,IP Address,71.71.53.93,100,23,True,2023-12-06 10:10:30,R_Tw2HPpMzf4C01up,,,,,35.822,-80.2615,anonymous,EN,Yes,5f735bd983774005e3530082
2023-12-06 10:10:21,2023-12-06 10:10:33,IP Address,73.207.128.183,100,12,True,2023-12-06 10:10:34,R_2tEbLEwgLb1B8nF,,,,,33.6992,-84.7478,anonymous,EN,Yes,6565006d6c23d855e1905bbc
2023-12-06 10:10:12,2023-12-06 10:10:40,IP Address,67.1.135.50,100,28,True,2023-12-06 10:10:41,R_DDjnAcpgxghQSsN,,,,,32.213,-110.8279,anonymous,EN,Yes,5edbe5dce2ccbd0d8110df0b
2023-12-06 10:10:11,2023-12-06 10:10:47,IP Address,108.90.29.63,100,35,True,2023-12-06 10:10:47,R_2zC2naimo9Lnynq,,,,,30.0822,-81.5498,anonymous,EN,Yes,614f8a41e7f30fb8fd790571
2023-12-06 10:10:44,2023-12-06 10:10:54,IP Address,129.174.182.101,100,9,True,2023-12-06 10:10:55,R_2vbTjEz535rXZNP,,,,,38.8476,-77.3281,anonymous,EN,No,63d7cf6599e8e69baf72df3f
2023-12-06 10:10:41,2023-12-06 10:11:04,IP Address,35.46.52.202,100,23,True,2023-12-06 10:11:05,R_DUmVzQb8ayu53mF,,,,,42.2623,-85.6148,anonymous,EN,Yes,63653f82b4f4413845936b75
2023-12-06 10:11:10,2023-12-06 10:11:21,IP Address,73.35.91.210,100,11,True,2023-12-06 10:11:21,R_29nt3n26WPSdya6,,,,,29.797,-81.9884,anonymous,EN,Yes,5ad806b27ef172000161c7f1
2023-12-06 10:11:17,2023-12-06 10:12:00,IP Address,172.222.144.137,100,42,True,2023-12-06 10:12:01,R_1K3CbPsdW27k3kX,,,,,34.02,-117.8984,anonymous,EN,Yes,6036771f7fac8d1803663d7a
