StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q167_First Click,Q167_Last Click,Q167_Page Submit,Q167_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q172_First Click,Q172_Last Click,Q172_Page Submit,Q172_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,aid,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-07-31 16:01:35,2023-07-31 16:11:46,0,172.74.163.92,100,611,1,2023-07-31 16:11:46,R_1cSQXCcM7wmG2z6,,,,,35.0276,-78.9709,anonymous,EN,1,,1,0,0,7.589,0,0,0,3.026,0,84,0,0,0.407,0,0,0,24.039,0,1,3,557,327,Region #2,17,3,0,0,9.946,0,0,0,19.4,0,0,0,25.129,0,,,,,,,,,,,,,,,3,6,10,No,,,,,,,,,,,,,7.7,7.7,45.022,1,Politics?,2,It seemed generic to me,2,"I'm not sure, just a feeling",1,,No,46,2,,7,2,1,1,6392NwKkvp,Study2_MoHiPilot2,,6,R_1cSQXCcM7wmG2z6,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: hello
<br>Player4-Republican: Hello
<br>Player3-Democrat: Did everyone do ok on the estimation?
<br>Player2-Republican: lol nope
<br>Player4-Republican: I was an underestimator
<br>Player1-Democrat: I found it difficult to guess how many dots there were. How'd you all feel?
<br>Player2-Republican: same
<br>Player3-Democrat: The same
<br>Player1-Democrat: I was an underestimator too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:00:32,2023-07-31 16:12:12,0,172.56.209.214,100,700,1,2023-07-31 16:12:13,R_O1pt7kXBYsszfYl,,,,,36.1685,-115.1164,anonymous,EN,1,,1,0,0,12.803,0,0,0,3.116,0,63,0,0,89.207,0,5.491,5.491,21.676,1,1,4,127,218,Region #1,14,3,0,0,17.46,0,0,0,20.709,0,0,0,25.014,0,2,7.378,7.378,15.903,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,to see which way we would choose to assign the tasks,1,,4,,1,,,36,2,,7,3,1,1,6392NwKkvp,Study2_MoHiPilot2,,5,R_O1pt7kXBYsszfYl,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Oh I hate estimating the number of dots. I'm not good at it. I went over.
<br>Player2-Republican: i guess it was hard, but idk how many there actually were. i was under.
<br>Player3-Democrat: i am bad at it, i went too low!
<br>Player1-Democrat: I inititally estimated 350 but decided to go with a higher number and i guess I overestimated
<br>Player4-Republican: Yeah I wish they would have told us how far off we were.
<br>Player2-Republican: me too!
<br>Player4-Republican: I said 75 and was told that was too much!
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 15:59:58,2023-07-31 16:12:44,0,68.193.24.142,100,766,1,2023-07-31 16:12:44,R_1NDfz7yVGcCkUUZ,,,,,40.674,-73.9701,anonymous,EN,1,,1,0,0,21.74,0,0,0,3.12,0,85,0,0,0.423,0,0,0,25.36,0,1,4,157,156,Region #1,15,3,0,0,17.708,0,0,0,31.353,0,0,0,25.013,0,,,,,,,,,,,,,,,1,4,7,no,0,0,45.007,0,,,,,,,,,,,,,Not sure but I was ok to do any task red or green.,1,,1,,1,,n/a,29,1,,4,2,1,1,6392NwKkvp,Study2_MoHiPilot2,,3,R_1NDfz7yVGcCkUUZ,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: hi all
<br>Player2-Republican: Hello
<br>Player4-Republican: Hello everyone
<br>Player3-Democrat: hi to you all as well - \
<br>Player3-Democrat: oops typos - so talk about the task huh?
<br>Player2-Republican: I guess I am an underestimater
<br>Player4-Republican: It was difficult with different sized dots to estimate
<br>Player3-Democrat: me too
<br>Player2-Republican: Lol
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:00:26,2023-07-31 16:12:50,0,70.35.177.155,100,744,1,2023-07-31 16:12:50,R_337If0HJv1zyUdr,,,,,33.9054,-78.5719,anonymous,EN,1,,1,0.75,0.75,68.824,1,0,0,3.124,0,29,0,0,38.051,0,8.709,8.709,25.215,1,1,4,407,231,Region #1,15,1,2.52,2.916,11.598,2,4.341,10.897,12.65,3,0,0,26.216,0,,,,,,,,,,,0,0,16.155,0,2,6,8,This is very interesting...,,,,,,,,,,,,,,,,,"I'm honestly not sure, it ended very quickly :( ",1,,1,,1,,"On the 'select somewhat"" or ""strongly disagree""     I mistakenly clicked the wrong one & I thought I could just select the right answer without it automatically confirming the answer for me.        I promise I was paying attention!",16,1,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,4,R_337If0HJv1zyUdr,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: hello
<br>Player3-Democrat: Hi!
<br>Player2-Republican: Helloo
<br>Player4-Republican: Hey all!
<br>Player3-Democrat: I had a bit of a hard time with estimating.. you guys?
<br>Player1-Democrat: interesting that we're now assigned a political party!
<br>Player1-Democrat: yes i did too
<br>Player2-Republican: apprently I was an overestimator, what about you guys? 
<br>Player1-Democrat: under here
<br>Player3-Democrat: underestimater :P
<br>Player4-Republican: I overestimated lol
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>Player2-Republican: o.o
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:00:26,2023-07-31 16:13:08,0,108.91.124.34,100,761,1,2023-07-31 16:13:08,R_10HMcON0nxnWxW4,,,,,36.1025,-80.2224,anonymous,EN,1,,1,0,0,36.918,0,0,0,3.125,0,45,0,0,40.295,0,0,0,22.998,0,1,4,256,255,Region #1,14,3,0,0,12.502,0,0,0,21.574,0,0,0,25.013,0,,,,,,,,,,,0,0,15.007,0,2,4,9,,,,,,,,,,,,,,,,,,To assess our level of benificence?,1,,1,,1,,,60,2,,7,1,1,1,6392NwKkvp,Study2_MoHiPilot2,,4,R_10HMcON0nxnWxW4,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: hello
<br>Player3-Democrat: Hi!
<br>Player2-Republican: Helloo
<br>Player4-Republican: Hey all!
<br>Player3-Democrat: I had a bit of a hard time with estimating.. you guys?
<br>Player1-Democrat: interesting that we're now assigned a political party!
<br>Player1-Democrat: yes i did too
<br>Player2-Republican: apprently I was an overestimator, what about you guys? 
<br>Player1-Democrat: under here
<br>Player3-Democrat: underestimater :P
<br>Player4-Republican: I overestimated lol
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:00:32,2023-07-31 16:13:11,0,75.137.188.174,100,758,1,2023-07-31 16:13:11,R_2ZEmcTExU6TcWs2,,,,,33.3708,-84.8154,anonymous,EN,1,,1,0,0,61.549,0,0,0,3.012,0,350,0,0,0.448,0,0,0,21.37,0,1,4,560,344,Region #2,16,3,0,0,10.198,0,0,0,12.433,0,21.439,21.439,25.013,1,,,,,,,,,,,,,,,2,4,10,,0,0,45.106,0,,,,,,,,,,,,,I don't know,2,I've just done enough research studies that I know whether people seem real or not,2,The reaction didn't take very long,1,,No,41,1,,7,5,1,1,6392NwKkvp,Study2_MoHiPilot2,,6,R_2ZEmcTExU6TcWs2,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: hello
<br>Player4-Republican: Hello
<br>Player3-Democrat: Did everyone do ok on the estimation?
<br>Player2-Republican: lol nope
<br>Player4-Republican: I was an underestimator
<br>Player1-Democrat: I found it difficult to guess how many dots there were. How'd you all feel?
<br>Player2-Republican: same
<br>Player3-Democrat: The same
<br>Player1-Democrat: I was an underestimator too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:02:47,2023-07-31 16:13:43,0,96.244.207.203,100,656,1,2023-07-31 16:13:44,R_W2rSqWXyyDkSXi9,,,,,39.4101,-76.5997,anonymous,EN,1,,1,0,0,70.563,0,1.885,1.885,3.011,1,90,0,0,2.457,0,5.562,17.729,21.36,10,1,4,776,283,Region #2,17,3,0,0,7.03,0,6.257,19.905,21.186,3,0,0,25.011,0,,,,,,,,,,,,,,,2,4,8,,4.624,7.176,45.009,4,,,,,,,,,,,,,To examine in-group/out-group biases with regard to political parties,2,The conversations were so basic,2,"It seems like ""real"" conditions are never in place in this studies, even if you are led to believe that they are.",1,,,46,2,,7,2,1,1,6392NwKkvp,Study2_MoHiPilot2,,9,R_W2rSqWXyyDkSXi9,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: Howdy.
<br>Player4-Republican: What did everyone get?
<br>Player1-Democrat: Hi everyone
<br>Player2-Republican: I overestimated at 50
<br>Player3-Democrat: Hello. Overestimators all?
<br>Player1-Democrat: I guessed 90, which in my case was an underestimate
<br>Player4-Republican: I underestimated I chose 75
<br>Player2-Republican: I guess it's a trick then.
<br>Player3-Democrat: I guessed 500. Maybe we didn't see the same image.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:07:18,2023-07-31 16:13:57,0,68.46.77.117,100,398,1,2023-07-31 16:13:57,R_usQJdAgWlY1dQCl,,,,,45.2377,-93.2765,anonymous,EN,1,,1,0,0,330.133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,15,R_usQJdAgWlY1dQCl,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:05:42,2023-07-31 16:13:59,0,174.216.48.254,100,496,1,2023-07-31 16:13:59,R_1LCH3zACM2m6x1y,,,,,40.7066,-74.2027,anonymous,EN,1,,1,0,0,7.483,0,0,0,3.012,0,65,0,0,0.465,0,0,0,21.368,0,1,2,599,211,Region #2,15,3,0,0,7.149,0,0,0,11.215,0,0,0,25.01,0,1,1.794,1.794,15.942,1,1,1,3,9,no,,,,,,,,,,,,,,,,,,,,,,,,,"I think maybe to see if we would pick the red or green task due to difficulty ",1,,1,,1,,no,15,2,,7,1,1,1,6392NwKkvp,Study2_MoHiPilot2,,10,R_1LCH3zACM2m6x1y,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player1-Democrat: hi
<br>Player2-Republican: Hi
<br>Player3-Democrat: Hi
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:00:18,2023-07-31 16:14:15,0,68.55.193.244,100,836,1,2023-07-31 16:14:15,R_1lgiyJttAUtFD7Y,,,,,42.3465,-85.2185,anonymous,EN,1,,1,0,0,10.392,0,0,0,3.121,0,65,0,0,0.52,0,0,0,30.267,0,1,5,613,159,Region #2,17,3,0,0,9.543,0,0,0,21.401,0,0,0,25.109,0,,,,,,,,,,,,,,,2,5,7,,,,,,,,,,,,,,0,0,45.06,0,"I think the purpose of this study was to see if people would choose the easy task for themselves, the hard task, or randomize it, as well as seeing what they assign other participants. The result may be compared to their political party.",1,,1,,1,,,19,2,,7,1,1,1,6392NwKkvp,Study2_MoHiPilot2,,4,R_1lgiyJttAUtFD7Y,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: hello
<br>Player3-Democrat: Hi!
<br>Player2-Republican: Helloo
<br>Player4-Republican: Hey all!
<br>Player3-Democrat: I had a bit of a hard time with estimating.. you guys?
<br>Player1-Democrat: interesting that we're now assigned a political party!
<br>Player1-Democrat: yes i did too
<br>Player2-Republican: apprently I was an overestimator, what about you guys? 
<br>Player1-Democrat: under here
<br>Player3-Democrat: underestimater :P
<br>Player4-Republican: I overestimated lol
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:02:27,2023-07-31 16:14:38,0,98.11.221.244,100,730,1,2023-07-31 16:14:39,R_1IYRRvO6EsMDldH,,,,,43.114,-77.5689,anonymous,EN,1,,1,0,0,77.901,0,0,0,3.009,0,575,0,0,7.769,0,0,0,36.232,0,1,4,719,259,Region #2,14,3,0,0,11.38,0,0,0,12.814,0,0,0,25.107,0,,,,,,,,,,,0,0,15.008,0,2,3,8,I would have assigned myself the logic problems,,,,,,,,,,,,,,,,,"Not sure. The initial conversation must have been relevant. One Republican, 3 Dems.",1,,2,It just didn't feel like it. We never interacted with the others. Not sure why the research would depend on others assigning tasks.,1,,no,46,1,,7,3,1,1,6392NwKkvp,Study2_MoHiPilot2,,9,R_1IYRRvO6EsMDldH,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: Howdy.
<br>Player4-Republican: What did everyone get?
<br>Player1-Democrat: Hi everyone
<br>Player2-Republican: I overestimated at 50
<br>Player3-Democrat: Hello. Overestimators all?
<br>Player1-Democrat: I guessed 90, which in my case was an underestimate
<br>Player4-Republican: I underestimated I chose 75
<br>Player2-Republican: I guess it's a trick then.
<br>Player3-Democrat: I guessed 500. Maybe we didn't see the same image.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:00:42,2023-07-31 16:15:35,0,73.40.174.211,100,892,1,2023-07-31 16:15:35,R_1LZPW5RDsNZeADz,,,,,40.4242,-79.7658,anonymous,EN,1,,1,0,0,160.882,0,0,0,3.118,0,125,0,0,0,0,0,0,27.353,0,1,4,774,281,Region #2,17,3,0,0,8.697,0,0,0,16.458,0,0,0,26.138,0,,,,,,,,,,,,,,,1,4,9,,,,,,,,,,,,,,0,0,45.008,0,"To see how people from different political parties interact. ",1,,1,,1,,,31,2,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,7,R_1LZPW5RDsNZeADz,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: Hi I'm Kat
<br>Player3-Democrat: Hi, I'm Shay
<br>Player4-Republican: Hi I'm Jess
<br>Player2-Republican: Hi my name is Shannon and I am an overestimator lol
<br>Player3-Democrat:  ... an Underestimator!
<br>Player4-Republican: I'm an over too
<br>Player1-Democrat: I am under
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:11:42,2023-07-31 16:16:05,0,24.17.110.160,100,262,1,2023-07-31 16:16:05,R_3PnoU1zvUHCYne1,,,,,47.6784,-122.1857,anonymous,EN,1,,1,0,0,183.521,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,16,R_3PnoU1zvUHCYne1,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:08:46,2023-07-31 16:16:07,0,174.28.82.35,100,440,1,2023-07-31 16:16:08,R_9Lg127dXqZexVGV,,,,,35.0373,-106.6712,anonymous,EN,1,,1,319.222,319.222,346.238,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,16,R_9Lg127dXqZexVGV,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:10:08,2023-07-31 16:16:19,0,108.44.43.191,100,370,1,2023-07-31 16:16:19,R_1P774y08LgUrn4F,,,,,42.747,-73.7527,anonymous,EN,1,,1,0,0,348.116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,16,R_1P774y08LgUrn4F,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:01:31,2023-07-31 16:17:08,0,50.24.50.122,100,936,1,2023-07-31 16:17:08,R_3JsczXEMgHMiMCY,,,,,30.6623,-96.3349,anonymous,EN,1,,1,0,0,10.312,0,0,0,3.007,0,100,0,0,226.609,0,0,0,43.419,0,1,4,790,353,Region #2,14,3,0,0,12.68,0,0,0,22.581,0,0,0,25.11,0,,,,,,,,,,,0,0,15.12,0,1,4,9,no,,,,,,,,,,,,,,,,,To do some tests.,1,,1,,1,,no,62,2,,7,1,1,1,6392NwKkvp,Study2_MoHiPilot2,,7,R_3JsczXEMgHMiMCY,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: Hi I'm Kat
<br>Player3-Democrat: Hi, I'm Shay
<br>Player4-Republican: Hi I'm Jess
<br>Player2-Republican: Hi my name is Shannon and I am an overestimator lol
<br>Player3-Democrat:  ... an Underestimator!
<br>Player4-Republican: I'm an over too
<br>Player1-Democrat: I am under
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:03:53,2023-07-31 16:17:19,0,47.198.37.160,100,806,1,2023-07-31 16:17:19,R_2ATJswHflHPGbvo,,,,,28.0164,-81.9554,anonymous,EN,1,,1,0,0,126.368,0,0,0,3.007,0,65,0,0,43.801,0,0,0,22.023,0,1,4,620,159,Region #2,17,3,0,0,91.685,0,0,0,18.403,0,0,0,25.115,0,,,,,,,,,,,,,,,2,3,10,I wanted the green task lol,,,,,,,,,0,0,45.114,0,,,,,To see what people would choose?,1,,1,,1,,,33,2,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,10,R_2ATJswHflHPGbvo,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player1-Democrat: hi
<br>Player2-Republican: Hi
<br>Player3-Democrat: Hi
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:05:36,2023-07-31 16:17:27,0,75.149.73.169,100,710,1,2023-07-31 16:17:27,R_3j0DfHbYMUs69JW,,,,,41.7124,-87.7478,anonymous,EN,1,,1,0,0,294.448,0,0,0,3.113,0,98,0,0,43.623,0,1.101,7.349,30.184,2,1,5,635,59,Region #2,14,3,0,0,6.815,0,6.082,8.562,38.086,2,0,0,25.007,0,1,1.088,1.088,17.827,1,1,1,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,1,,1,,1,,,23,1,,7,7,1,1,6392NwKkvp,Study2_MoHiPilot2,,13,R_3j0DfHbYMUs69JW,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: Yo
<br>Player2-Republican: That task was hard
<br>Player3-Democrat: Hey everyone
<br>Player2-Republican: But I guess there was no pressure too
<br>Player1-Democrat: Hello
<br>Player4-Republican: Hello
<br>Player3-Democrat: It is an interesting task.
<br>Player2-Republican: Did ya use any Strats?
<br>Player3-Democrat: Did you over- or under- estimate?
<br>Player1-Democrat: It was, I was an underestimator what about you guys?
<br>Player3-Democrat: No strats
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
