StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q138,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-06-07 15:13:14,2023-06-07 15:26:14,0,73.7.204.64,100,779,1,2023-06-07 15:26:14,R_3gXE3L8rseg9UIa,,,,,33.9372,-84.0791,anonymous,EN,1,5f4b3cf86618635f0e7d250b,1,1,0,0,8.944,0,0,0,3.015,0,70,0,0,0.508,0,19.562,19.562,21.074,1,1,4,868,51,Region #2,14,3,0,0,8.589,0,0,0,20.933,0,0,0,25.112,0,,,,,,,,,,,,,,,0,0,4.227,0,1,3,9,,,,,,,,,,,,,,0,0,15.11,0,To see if people would choose the tasks for other participants or let a randomizer do it fairly,1,,1,,1,,,22,1,,7,4,1,1,6392NwKkvp,Study1_MoHi10,,110,R_3gXE3L8rseg9UIa,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hard to guess how many dots. I guess I went overboard
<br>Player2-Underestimator: I was an underestimator
<br>Player2-Underestimator: I guessed 38
<br>Player1-Overestimator: I guessed 70
<br>Player4-Underestimator: Was hard to guess not enough time varied sizes of dots arranged sort of randomly.
<br>Player3-Overestimator: 61 here
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:15:16,2023-06-07 15:26:52,0,70.117.224.10,100,695,1,2023-06-07 15:26:52,R_1LzmPgkDtbWk4sJ,,,,,33.1909,-96.6198,anonymous,EN,1,60edb2213042be8b4c1363c2,1,1,0,0,57.356,0,0,0,3.014,0,100,8.266,8.266,54.354,1,17.33,17.33,21.424,1,1,4,870,50,Region #2,14,3,0,0,10.217,0,0,0,12.488,0,0,0,25.008,0,1,6.414,6.414,16.523,1,1,2,3,8,"I'm curious to know how many people took on the red task. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To see what people will choose for themselves when faced with an easy vs. rigorous task. ",2,"Their answers didn't feel real. I could be wrong, though. ",2,"I chose. I didn't watch someone else's screen recording. ",1,,,42,1,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,111,R_1LzmPgkDtbWk4sJ,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: I tried my best...
<br>Player3-Overestimator: I think it was too fast to estimate
<br>Player2-Underestimator: same
<br>Player1-Overestimator: Agreed
<br>Player2-Underestimator: i guessed 100
<br>Player4-Underestimator: Same. Curious to know what everyone guessed. I guessed 100 dots. 
<br>Player3-Overestimator: If we had just a little longer maybe I'd have gotten closer
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>Player3-Overestimator: 85
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:12:14,2023-06-07 15:27:47,0,99.145.167.3,100,933,1,2023-06-07 15:27:48,R_cCk1dmfv5zYeSwV,,,,,30.0772,-95.4192,anonymous,EN,1,60ce4fceb13609a2c039248e,1,1,0,0,87.534,0,0,0,3.006,0,46,0,0,0.502,0,0,0,26.065,0,4,3,134,212,Region #1,14,3,0,0,7.03,0,0,0,18.045,0,0,0,25.106,0,,,,,,,,,,,,,,,0,0,4.377,0,2,3,10,No,,,,,,,,,,,,,0,0,15.107,0,Something to do with assessing equality or fairness.,1,,1,,1,,Nope.,30,1,,"4,7",3,1,1,6392NwKkvp,Study1_MoHi10,,110,R_cCk1dmfv5zYeSwV,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hard to guess how many dots. I guess I went overboard
<br>Player2-Underestimator: I was an underestimator
<br>Player2-Underestimator: I guessed 38
<br>Player1-Overestimator: I guessed 70
<br>Player4-Underestimator: Was hard to guess not enough time varied sizes of dots arranged sort of randomly.
<br>Player3-Overestimator: 61 here
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:15:00,2023-06-07 15:28:31,0,71.73.96.124,100,810,1,2023-06-07 15:28:31,R_qRthKAcmzulIc9P,,,,,40.8552,-82.3143,anonymous,EN,1,5db222231ff7b4000ab2cfc1,1,1,0,0,126.497,0,0,0,3.007,0,85,0,0,0.494,0,0,0,35.734,0,2,3,603,357,Region #2,14,3,0,0,7.328,0,0,0,15.895,0,0,0,25.008,0,,,,,,,,,,,,,,,0,0,30.007,0,3,3,9,,,,,,,,,,0,0,15.01,0,,,,,I dont know,1,,1,,1,,,43,2,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,111,R_qRthKAcmzulIc9P,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: I tried my best...
<br>Player3-Overestimator: I think it was too fast to estimate
<br>Player2-Underestimator: same
<br>Player1-Overestimator: Agreed
<br>Player2-Underestimator: i guessed 100
<br>Player4-Underestimator: Same. Curious to know what everyone guessed. I guessed 100 dots. 
<br>Player3-Overestimator: If we had just a little longer maybe I'd have gotten closer
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>Player3-Overestimator: 85
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:15:58,2023-06-07 15:28:46,0,174.52.150.212,100,767,1,2023-06-07 15:28:46,R_1gkllMVHRQm1S4K,,,,,40.3942,-111.8483,anonymous,EN,1,63d183039a2a00eb93f82ecc,1,1,0,0,8.237,0,0,0,3.007,0,100,0,0,68.761,0,0,0,97.399,0,4,3,128,212,Region #1,17,3,0,0,52.664,0,0,0,11.05,0,0,0,25.188,0,,,,,,,,,,,0,0,16.319,0,0,0,31.009,0,2,6,2,Actually seems pretty straightforward,,,,,,,,,,,,,,,,,Interacting with others to recreate blind/double blinds,1,,1,,1,,was it AI?!?!,37,1,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,111,R_1gkllMVHRQm1S4K,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: I tried my best...
<br>Player3-Overestimator: I think it was too fast to estimate
<br>Player2-Underestimator: same
<br>Player1-Overestimator: Agreed
<br>Player2-Underestimator: i guessed 100
<br>Player4-Underestimator: Same. Curious to know what everyone guessed. I guessed 100 dots. 
<br>Player3-Overestimator: If we had just a little longer maybe I'd have gotten closer
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>Player3-Overestimator: 85
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:01:52,2023-06-07 15:30:54,0,81.161.6.138,100,1742,1,2023-06-07 15:30:56,R_1oFQcgksFsUN033,,,,,40.7662,-74.0178,anonymous,EN,1,60db3b18bb1cd76fd466da0a,1,1,0,0,11.826,0,0,0,3.013,0,200,0,0,69.55,0,0,0,83.889,0,1,4,859,223,Region #2,18,3,6.187,6.187,7.199,1,0,0,16.721,0,0,0,25.008,0,,,,,,,,,,,0,0,15.112,0,3.888,3.888,4.826,1,1,7,10,No feedback.,,,,,,,,,,,,,,,,,about how people perform mental rotation tasks.,1,,1,,1,,Everything is good .,25,2,,7,3,1,1,6392NwKkvp,Study1_MoHi10,,109,R_1oFQcgksFsUN033,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hello everyone 
<br>Player3-Overestimator: hello
<br>Player4-Underestimator: I was an underestimator
<br>Player4-Underestimator: I chose 42, does anyone else remember their choice?
<br>Player3-Overestimator: 60
<br>",,chatLog,,,
2023-06-07 15:24:36,2023-06-07 15:31:23,0,97.126.32.90,100,406,1,2023-06-07 15:31:23,R_2YFJuTpeiIf1aTj,,,,,47.6733,-122.3426,anonymous,EN,1,57a761c22fc0d400012c9656,1,1,0,0,8.002,0,0,0,3.113,0,85,0,0,17.614,0,0,0,20.974,0,1,3,781,298,Region #2,14,3,0,0,7.823,0,0,0,10.556,0,0,0,26.442,0,1,3.488,3.488,15.928,1,1,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To see how selfish people would be, given the chance.",1,,2,I think it was deception to see what people would do.,1,,,33,1,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,114,R_2YFJuTpeiIf1aTj,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: they showed the picture for so little time
<br>Player1-Overestimator: It was hard for me to estimate the number of dots lol
<br>Player2-Underestimator: I think it was just impossible to guess the exact number in that time frame.
<br>Player1-Overestimator: They showed it very shortly for me too
<br>Player3-Overestimator: Same here. Very short time frame to look.
<br>Player4-Underestimator: yea
<br>Player2-Underestimator: You all real?
<br>Player3-Overestimator: Plus, with all the different sizes.
<br>Player1-Overestimator: I would like to know how many are there now
<br> *** Player1-Overestimator has left the chat ***
<br>Player1-Overestimator: yes
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:22:33,2023-06-07 15:33:30,0,208.38.225.63,100,656,1,2023-06-07 15:33:31,R_1OivdYRmaem4h5c,,,,,39.942,-84.1663,anonymous,EN,1,6111bfb55f65580a22c1608c,1,1,0,0,113.996,0,0,0,3.014,0,75,0,0,16.168,0,12.402,12.849,25.524,2,1,4,256,259,Region #1,15,3,0,0,14.368,0,0,0,13.095,0,0,0,25.008,0,1,13.83,13.83,16.926,1,1,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Testing your blind choice theory,1,,2,I was not shown a screen recording,1,,,14,2,,7,5,1,1,6392NwKkvp,Study1_MoHi10,,114,R_1OivdYRmaem4h5c,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: they showed the picture for so little time
<br>Player1-Overestimator: It was hard for me to estimate the number of dots lol
<br>Player2-Underestimator: I think it was just impossible to guess the exact number in that time frame.
<br>Player1-Overestimator: They showed it very shortly for me too
<br>Player3-Overestimator: Same here. Very short time frame to look.
<br>Player4-Underestimator: yea
<br>Player2-Underestimator: You all real?
<br>Player3-Overestimator: Plus, with all the different sizes.
<br>Player1-Overestimator: I would like to know how many are there now
<br> *** Player1-Overestimator has left the chat ***
<br>Player1-Overestimator: yes
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:25:38,2023-06-07 15:33:35,0,100.2.36.60,100,477,1,2023-06-07 15:33:36,R_Y4V3aGxEeg7AwG5,,,,,40.7123,-74.0068,anonymous,EN,1,5bdc96a7ba6cc10001854ac8,1,1,0,0,68.402,0,0,0,3.007,0,42,0,0,8.432,0,0,0,25.366,0,1,4,647,82,Region #2,18,3,0,0,7.187,0,0,0,11.182,0,0,0,25.108,0,,,,,,,,,,,,,,,0,0,2.06,0,2,4,10,,,,,,0,0,15.11,0,,,,,,,,,Assessing if people would give themselves easier tasks,2,It felt scripted,2,It seemed rehearsed and too easy,1,,,26,2,,3,3,1,1,6392NwKkvp,Study1_MoHi10,,115,R_Y4V3aGxEeg7AwG5,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hi, how did you do in the previous task?
<br>Player2-Underestimator: I underestimated the amount of dots
<br>Player4-Underestimator: It was a bit tough because it was such a short time
<br>Player1-Overestimator: I overestimated, but I'm sure only by like one or two
<br>Player3-Overestimator: I overestimated, but sometimes I feel like those pictures are to trick you with that type of stuff.
<br>Player4-Underestimator: yeah, the different sizes didn't help
<br>Player1-Overestimator: for sure
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:17:29,2023-06-07 15:33:38,0,174.58.192.159,100,968,1,2023-06-07 15:33:38,R_12xVc8jxsbB4ql2,,,,,28.2534,-81.6421,anonymous,EN,1,59f66d8f7086f8000194141c,1,1,0.91,24.548,467.201,3,0,0,3.052,0,50,0,0,0.529,0,0,0,23.159,0,1,3,,,,17,3,0.418,4.431,7.031,4,10.87,10.87,11.154,1,0,0,25.008,0,,,,,,,,,,,,,,,0,0,5.666,0,1,4,10,,0,0,15.062,0,,,,,,,,,,,,,See what percent of people will choose the shorter task,2,Responses seemed fake,2,Cursor movement seemed stiff and unnatural,1,,,14,3,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,112,R_12xVc8jxsbB4ql2,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: wow much dots
<br>Player3-Overestimator: Hello, yes, I overestimated the amount.
<br>Player1-Overestimator: me too
<br>Player4-Underestimator: I said 80 and I was under
<br>Player3-Overestimator: Haha, they didn't give me time to count them. 
<br>Player1-Overestimator: I said 50 and was over
<br>Player3-Overestimator: I said 100 
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:21:57,2023-06-07 15:33:38,0,172.58.99.199,100,701,1,2023-06-07 15:33:39,R_tYdYYs5Kn0EX1NT,,,,,29.7925,-95.3673,anonymous,EN,1,6286b299b72d9737157f9a66,1,1,49.147,49.147,49.487,1,0,0,3.11,0,68,0,0,101.665,0,0,0,22.004,0,1,4,555,331,Region #2,14,3,0,0,9.529,0,0,0,11.194,0,16.501,16.501,25.008,1,,,,,,,,,,,,,,,0,0,5.4,0,2,2,10,It should just be the randomizer by default,0,0,15.108,0,,,,,,,,,,,,,"Oh, I guess to judge my irritation at being assigned the red tasks after watching douche 3 give themselves the green tasks",1,,1,,1,,I was about to get real irritated!,24,1,,4,2,1,1,6392NwKkvp,Study1_MoHi10,,113,R_tYdYYs5Kn0EX1NT,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: Yo! How much did everyone guess?
<br>Player3-Overestimator: 65
<br>Player4-Underestimator: 69 here
<br>Player2-Underestimator: Hi I was an underestimator.
<br>Player2-Underestimator: I guessed 20
<br>Player1-Overestimator: It was really difficult to estimate. 40
<br>Player4-Underestimator: Huh I underestimated with a higher number
<br>Player1-Overestimator: I was overestimater
<br>Player2-Underestimator: I had a hard time with estimating it
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player1-Overestimator: Waaaaa
<br>",,chatLog,,,
2023-06-07 15:22:51,2023-06-07 15:33:48,0,172.100.110.127,100,657,1,2023-06-07 15:33:49,R_2YboFubzEwGhjbW,,,,,42.6701,-73.7754,anonymous,EN,1,6101dba30506a0ab5e18c194,1,1,0,0,8.065,0,0,0,3.007,0,65,0,0,99.28,0,0,0,21.906,0,1,4,186,68,Region #1,17,3,0,0,9.621,0,0,0,22.894,0,0,0,25.108,0,,,,,,,,,,,,,,,0,0,3.87,0,1,4,9,,,,,,0,0,15.009,0,,,,,,,,,To see if a person would give someone else a longer task in order to get themselves a shorter task,1,,1,,1,,,14,3,,7,3,1,1,6392NwKkvp,Study1_MoHi10,,113,R_2YboFubzEwGhjbW,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: Yo! How much did everyone guess?
<br>Player3-Overestimator: 65
<br>Player4-Underestimator: 69 here
<br>Player2-Underestimator: Hi I was an underestimator.
<br>Player2-Underestimator: I guessed 20
<br>Player1-Overestimator: It was really difficult to estimate. 40
<br>Player4-Underestimator: Huh I underestimated with a higher number
<br>Player1-Overestimator: I was overestimater
<br>Player2-Underestimator: I had a hard time with estimating it
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:19:17,2023-06-07 15:34:17,0,98.118.132.83,100,899,1,2023-06-07 15:34:18,R_BWIZ3GJ6NgSukLv,,,,,42.7368,-78.8358,anonymous,EN,1,5b6f49b7d60bdd0001ade437,1,1,100.063,100.063,100.53,1,0,0,3.117,0,80,0,0,211.536,0,0,0,21.356,0,1,4,870,48,Region #2,14,3,0,0,7.528,0,0,0,12.788,0,0,0,25.01,0,2,8.379,8.379,16.238,1,,2,7,6,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,altruism,1,,2,It took too long to get to the previous steps,1,,none,59,1,,7,5,1,1,6392NwKkvp,Study1_MoHi10,,112,R_BWIZ3GJ6NgSukLv,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: wow much dots
<br>Player3-Overestimator: Hello, yes, I overestimated the amount.
<br>Player1-Overestimator: me too
<br>Player4-Underestimator: I said 80 and I was under
<br>Player3-Overestimator: Haha, they didn't give me time to count them. 
<br>Player1-Overestimator: I said 50 and was over
<br>Player3-Overestimator: I said 100 
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:24:42,2023-06-07 15:34:31,0,137.99.142.44,100,589,1,2023-06-07 15:34:32,R_3GxH6JNgyPFOwD0,,,,,41.8006,-72.2466,anonymous,EN,1,63e51e847dc27b854c65e81e,1,1,2.623,2.623,40.785,1,0,0,3.01,0,79,0,0,0.516,0,2,20.5,23.121,6,1,4,875,50,Region #2,16,3,2.758,6.109,7.078,3,0,0,11.789,0,0,0,25.107,0,,,,,,,,,,,0,0,16.098,0,0,0,2.407,0,2,4,3,,,,,,,,,,,,,,,,,,to see how we feel when someone else is incharge of us and themselves based on one option that s better than the other,2,"because it seemed to quick, and the responses seemed a bit formal",2,just based on the study itself,1,,,11,1,,2,3,1,1,6392NwKkvp,Study1_MoHi10,,114,R_3GxH6JNgyPFOwD0,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: they showed the picture for so little time
<br>Player1-Overestimator: It was hard for me to estimate the number of dots lol
<br>Player2-Underestimator: I think it was just impossible to guess the exact number in that time frame.
<br>Player1-Overestimator: They showed it very shortly for me too
<br>Player3-Overestimator: Same here. Very short time frame to look.
<br>Player4-Underestimator: yea
<br>Player2-Underestimator: You all real?
<br>Player3-Overestimator: Plus, with all the different sizes.
<br>Player1-Overestimator: I would like to know how many are there now
<br> *** Player1-Overestimator has left the chat ***
<br>Player1-Overestimator: yes
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
