StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q186,under_ingroup1,under_ingroup2,under_ingroup3,over_outgroup1,over_outgroup2,over_outgroup3,group_check,over_ingroup1,over_ingroup2,over_ingroup3,under_outgroup1,under_outgroup2,under_outgroup3,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
12/6/23 16:01,12/6/23 16:24,IP Address,169.239.205.112,100,1365,TRUE,12/6/23 16:24,R_1BPJVXpZXoO73EC,,,,,37.751,-97.822,anonymous,EN,I consent to the study.,64727ea9591087aef21f3dcf,"Yes, I understand.",0,0,8.06,0,0,0,3.012,0,150,0,0,0.633,0,,,,,,,,Overestimators,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,23.151,38.698,40.445,3,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,769,281,Region #2,Slightly Agree,"Somewhat 
Disagree
3
",0,0,21.293,0,24.979,32.248,50.055,3,0,0,25.109,0,,,,,,,,,,,,,,,Yes,Fairly,10,none,,,,,0,0,15.008,0,,,,,,,,,The purpose of this experiment is how individuals from different groups approach cognitive tasks.,Yes,,Yes,,On a desktop or laptop computer,,none,56,Man,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,91,R_1BPJVXpZXoO73EC,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: Not enough time to count those dots
<br>Player2-Underestimator: It would have been hard anyway
<br>Player3-Overestimator: hello
<br>Player1-Overestimator: Hello, I just counted what I could. I assumed I counted 1/4 so multiplied it by 4 and overestmated :)
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:03,12/6/23 16:24,IP Address,63.160.189.114,100,1298,TRUE,12/6/23 16:24,R_1rdz4uYtNjjttAS,,,,,39.7503,-75.5453,anonymous,EN,I consent to the study.,6172b85dcc19bffb22604f1b,"Yes, I understand.",0,0,11.106,0,0,0,3.025,0,150,0,0,1.892,0,Underestimators,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,0,0,21.916,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,409,52,Region #1,Slightly Agree,"Somewhat 
Disagree
3
",0,0,81.888,0,0,0,16.019,0,0,0,25.122,0,,,,,,,,,,,,,,,Yes,Somewhat Fairly,7,no,0,0,15.064,0,,,,,,,,,,,,,How to people interact with another person.,Yes,,Yes,,On a desktop or laptop computer,,I like this type of survey.,33,Woman,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,102,R_1rdz4uYtNjjttAS,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: I felt it was a little tough. The dots were different sizes and there wasn't a lot of time. I'm also horrible at guessing things like that.
<br>Player1-Overestimator: On the task i tried to cluster the dots in ten and come up with a number
<br>Player3-Overestimator: I think I failed to take into account the size of the big dots
<br> *** Player3-Overestimator has left the chat ***
<br>Player4-Underestimator: Yes, quite hard
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:00,12/6/23 16:25,IP Address,71.84.1.81,100,1458,TRUE,12/6/23 16:25,R_2Eo6LZsnUyQllTF,,,,,40.1811,-122.2359,anonymous,EN,I consent to the study.,650b6a4edc2b618a85e5cdf8,"Yes, I understand.",0,0,61.17,0,0,0,3.037,0,55,0,0,5.304,0,,,,,,,,Overestimators,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,0,0,21.991,0,IM_bO9xxI7k0acNQKW,should have the saving of human lives as an important goal.,131,216,Region #1,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,12.331,0,0,0,18.538,0,0,0,25.024,0,,,,,,,,,,,,,,,Yes,Fairly,5,no,0,0,15.126,0,,,,,,,,,,,,,to understand how we coperate when paired,Yes,,Yes,,On a desktop or laptop computer,,no,55,Man,,Black or African American,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,89,R_2Eo6LZsnUyQllTF,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hey guys 
<br>Player2-Underestimator: Hey!!
<br>Player4-Underestimator: Who else chose 50 as the number of dots 
<br>Player2-Underestimator: Im always terrible at the estimating things
<br>Player2-Underestimator: i chose 60!
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:05,12/6/23 16:25,IP Address,76.32.120.112,100,1235,TRUE,12/6/23 16:25,R_1PdhkmXtfxwEpxi,,,,,34.0068,-118.256,anonymous,EN,I consent to the study.,Prolific ID 5c0e8c65a2f251000137e916,"Yes, I understand.",0,0,99.298,0,0,0,3.012,0,100,0,0,37.996,0,,,,,,,,Overestimators,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly disagree,36.799,36.799,37.6,1,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,796,355,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,13.197,0,37.853,37.853,38.671,1,0,0,25.115,0,,,,,,,,,,,,,,,No,Unfairly,10,,0,0,15.007,0,,,,,,,,,,,,,How different people make choices,Yes,,Yes,,On a desktop or laptop computer,,,60,Woman,,White,Very Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,106,R_1PdhkmXtfxwEpxi,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: This was kind of weird
<br>Player4-Underestimator: Hi all!
<br>Player3-Overestimator: was this hard
<br>Player4-Underestimator: How many dots did everyone estimate?
<br>Player3-Overestimator: 137 lol
<br>Player3-Overestimator: what about you
<br>Player4-Underestimator: I felt like there were more than 50, so I said 55
<br>Player1-Overestimator: Yes it was hard we only had few seconds to guess
<br> *** Player4-Underestimator has left the chat ***
<br>Player3-Overestimator: have a nice day
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:04,12/6/23 16:25,IP Address,73.14.243.93,100,1262,TRUE,12/6/23 16:25,R_AtVvwkliYCaq15T,,,,,39.7388,-104.9868,anonymous,EN,I consent to the study.,632c211dcdf6a137b26dfdce,"Yes, I understand.",0,0,71.187,0,0,0,3.007,0,50,0,0,0.974,0,Underestimators,Somewhat agree,Agree,Agree,Disagree,Disagree,Disagree,,,,,,,,0,0,23.388,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,317,277,Region #1,Slightly Agree,"Somewhat 
Disagree
3
",0,0,8.559,0,0,0,18.583,0,0,0,25.611,0,,,,,,,,,,,,,,,No,Neither Fairly or Unfairly,10,no,,,,,0,0,15.088,0,,,,,,,,,To see how people work together as a team ,Yes,,Yes,,On a desktop or laptop computer,,none,30,Man,,White,Very Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,108,R_AtVvwkliYCaq15T,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: hey guys
<br>Player1-Overestimator: Hello
<br>Player2-Underestimator: Hello
<br>Player4-Underestimator: how many did you all guess?
<br>Player3-Overestimator: Hey there!
<br>Player1-Overestimator: I guessed 36
<br>Player2-Underestimator: I guessed 50
<br>Player4-Underestimator: 70
<br>Player3-Overestimator: I went with 200
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:02,12/6/23 16:26,IP Address,135.26.7.207,100,1400,TRUE,12/6/23 16:26,R_3lLfZdPgVXET2Lp,,,,,31.3588,-94.4065,anonymous,EN,I consent to the study.,61313fad6454dab291dc1256,"Yes, I understand.",0,0,7.922,0,0,0,3.011,0,70,0,0,25.432,0,,,,,,,,Overestimators,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,28.395,28.395,36.179,1,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,573,348,Region #2,Neutral,"Somewhat 
Disagree
3
",0,0,15.176,0,25.842,25.842,29.575,1,0,0,25.122,0,,,,,,,,,,,0,0,15.031,0,No,Fairly,9,I like it because it take the pressure of the experimenter but it could give an assignment thats better for one the least best for the other,,,,,,,,,,,,,,,,,To see if someone would choose the easier and quicker task for themselves or give it to chance that they would receive the harder task,Yes,,Yes,,On a desktop or laptop computer,,I like these tasks and would like to be considered for more opportunities,50,Woman,,Black or African American,Somewhat Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,102,R_3lLfZdPgVXET2Lp,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: I felt it was a little tough. The dots were different sizes and there wasn't a lot of time. I'm also horrible at guessing things like that.
<br>Player1-Overestimator: On the task i tried to cluster the dots in ten and come up with a number
<br>Player3-Overestimator: I think I failed to take into account the size of the big dots
<br> *** Player3-Overestimator has left the chat ***
<br>Player4-Underestimator: Yes, quite hard
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:12,12/6/23 16:26,IP Address,71.142.5.134,100,840,TRUE,12/6/23 16:26,R_3maVoj1acBKKaDA,,,,,35.8047,-78.8881,anonymous,EN,I consent to the study.,62029b56ef1cb18a1337c806,"Yes, I understand.",0,0,41.7,0,0,0,3.007,0,125,31.604,31.604,335.138,1,Underestimators,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,0,0,22.262,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,255,262,Region #1,Agree,"Somewhat 
Disagree
3
",0,0,25.691,0,0,0,19.138,0,0,0,25.112,0,,,,,,,,,,,,,,,Maybe,Extremely Unfairly,10,,,,,,,,,,,,,,0,0,15.111,0,To see what others would pick or priortize,Yes,,Yes,,On a desktop or laptop computer,,,24,Man,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,109,R_3maVoj1acBKKaDA,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator, *** Warning: Participant Player1-Overestimator timed out in stage 1. Survey terminated.,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player3-Overestimator: wasnt that hard to try and estimate
<br>Player4-Underestimator: The dots were hard to estimate
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:00,12/6/23 16:26,IP Address,199.119.159.149,100,1581,TRUE,12/6/23 16:26,R_1KfhiH6EdYmMFrj,,,,,32.166,-80.7574,anonymous,EN,I consent to the study.,5ef8dcdad9a3d864a1dea285,"Yes, I understand.",0,0,19.319,0,0,0,3.117,0,70,0,0,1.002,0,Underestimators,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,9.784,17.315,33.61,4,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,778,283,Region #2,Slightly Agree,"Somewhat 
Disagree
3
",0,0,11.046,0,8.599,8.599,12.329,1,21.664,23.174,25.01,2,I will choose,2.974,5.933,37.777,2,The Green Task,Yes,Fairly,8,,,,,,,,,,,,,,,,,,,,,,,,,,Making a fair choice,Yes,,Yes,,On a desktop or laptop computer,,,36,Woman,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,87,R_1KfhiH6EdYmMFrj,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: What did you guys guess?
<br>Player3-Overestimator: Hi, i'm an overestimator
<br>Player4-Underestimator: I think it was. It gave me little time to count to try to guess
<br>Player2-Underestimator: Did anyone find it hard to estimate the dots?
<br>Player3-Overestimator: I guessed 125
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:01,12/6/23 16:26,IP Address,73.148.241.252,100,1532,TRUE,12/6/23 16:26,R_31gCnp9ZJI6kykt,,,,,30.3341,-81.6544,anonymous,EN,I consent to the study.,656a1cf88a3cf09f538c6f25,"Yes, I understand.",0,0,49.636,0,0,0,3.113,0,45,0,0,0.48,0,,,,,,,,Overestimators,Somewhat agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,0,0,99.665,0,IM_bO9xxI7k0acNQKW,should have the saving of human lives as an important goal.,576,351,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,160.866,0,0,0,33.212,0,0,0,25.109,0,,,,,,,,,,,,,,,No,Unfairly,9,The over estimators aren't getting much love here...,,,,,0,0,15.008,0,,,,,,,,,To measure the perception of bias.,No,"All I saw was a ""hi"" which certainly lacks depth to say the least.",No,I was unable to truly interact with other participants.,On a desktop or laptop computer,,I still think over estimators should get credit for their optimism.  Carry on...,55,Man,,"Hispanic, Latino or Spanish Origin,White",Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,83,R_31gCnp9ZJI6kykt,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: Hi
<br>Player3-Overestimator: I see my overestimating as a positive.  Hi!
<br>Player4-Underestimator: I was surprised I was an underestimator.  My box wasn't that big, and I guessed 50.
<br>Player2-Underestimator: Given the differences in sizes of the circles, it was difficult for me to estimate the number of dots
<br>Player1-Overestimator: I was also surprised
<br>Player4-Underestimator: Hi everybody
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player3-Overestimator: I'm an optimist so it was ok to guess for more, always strive for more!
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:14,12/6/23 16:27,IP Address,172.115.87.70,100,777,TRUE,12/6/23 16:27,R_2TNwdppSSQaxRrs,,,,,34.0393,-117.1725,anonymous,EN,I consent to the study.,5ffb8c5b60571908f3ac19fa,"Yes, I understand.",0,0,96.969,0,0,0,3.008,0,87,180.686,180.686,229.472,1,Underestimators,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,15.315,15.315,22.384,1,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,302,277,Region #1,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,7.496,0,0,0,14,0,0,0,25.014,0,I will choose,2.829,2.829,16.328,1,The Green Task,Yes,Neither Fairly or Unfairly,9,no,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,Yes,,Yes,,On a desktop or laptop computer,,,42,Man,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,111,R_2TNwdppSSQaxRrs,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: hello
<br>Player3-Overestimator: Those dots went by really fast i was an overestimator
<br>Player4-Underestimator: How did you come up with your guess?
<br>Player4-Underestimator: i underestimated
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: I tried to see it in four quadrants and just estimate what I could times four
<br>Player4-Underestimator: it went so fast i just sort of took a wild guess
<br>Player2-Underestimator: I was an underestimator
<br> *** Player3-Overestimator has left the chat ***
<br>Player4-Underestimator: ah good idea
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 16:25,11/29/23 16:27,IP Address,75.142.137.148,1,161,FALSE,12/6/23 16:28,R_3jVfVYqWwqWEZBg,,,,,,,anonymous,EN,I consent to the study.,5c830a66d6a4d0000164097d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study1,,,R_3jVfVYqWwqWEZBg,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",random,,300,,no,yes,,,,,,,,,,,,,,
12/6/23 16:04,12/6/23 16:28,IP Address,198.72.226.142,100,1399,TRUE,12/6/23 16:28,R_2BrgBsa3k4qUIFN,,,,,34.2601,-118.5789,anonymous,EN,I consent to the study.,637d6669aa19ab882ddd48d7,"Yes, I understand.",0,0,46.759,0,0,0,3.114,0,120,0,0,35.006,0,Overestimators,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,17.419,21.658,24.337,2,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,721,256,Region #2,Agree,"Somewhat 
Disagree
3
",0,0,58.156,0,27.022,116.389,117.019,4,0,0,25.019,0,,,,,,,,,,,0,0,40.594,0,Yes,Somewhat Unfairly,10,no,,,,,,,,,,,,,,,,,understanding perceptions of  people and biases in assigning tasks,Yes,,No,i did not see anything that indicated that,On a desktop or laptop computer,,No,49,Man,,White,Very Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,104,R_2BrgBsa3k4qUIFN,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: I'm an underestimator - I said 55 dots.
<br>Player2-Underestimator: Was I way off?
<br>Player2-Underestimator: Oh wait we saw different images
<br>Player1-Overestimator: Yes i wanted to count them and then they were gone
<br>Player3-Overestimator: Looked like more than 55 to me
<br> *** Player2-Underestimator has left the chat ***
<br>Player4-Underestimator: I was shocked that 120 was an underestimation
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
12/6/23 16:04,12/6/23 16:28,IP Address,63.160.189.2,100,1440,TRUE,12/6/23 16:28,R_3svMCGcxy7fX1St,,,,,39.7503,-75.5453,anonymous,EN,I consent to the study.,6138c15bd47ecca8b56a704f,"Yes, I understand.",0,0,11.055,0,0,0,3.121,0,200,0,0,0.691,0,,,,,,,,Overestimators,Agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,0,0,21.533,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,331,355,Region #1,Slightly Agree,"Somewhat 
Disagree
3
",0,0,69.178,0,0,0,11.329,0,0,0,26.242,0,,,,,,,,,,,,,,,Yes,Fairly,7,mo feedback,,,,,0,0,15.018,0,,,,,,,,,I think the purpose of the study was know about people's groups decision.,Yes,,Yes,,On a desktop or laptop computer,,I enjoyed working on the survey.,34,Woman,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,103,R_3svMCGcxy7fX1St,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: hey
<br>Player4-Underestimator: hello
<br>Player3-Overestimator: I think it's not possible to guess the correct number of dots.
<br>Player2-Underestimator: agreed
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
